#Q2 high D0 (pt, v2) https://arxiv.org/pdf/2606.03552
0.7283543782379317, 0.020950704225352113
2.4604001964543163, 0.19992957746478876
3.4316449880384674, 0.22387323943661974
4.440184413568022, 0.1987323943661972
6.448771368367686, 0.12929577464788733
7.466103708867376, 0.11193661971830987



#Q2 small D0 (pt, v2)
0.7466689903198721, 0.008978873239436636
2.4639490486224433, 0.06584507042253523
3.4536193539187883, 0.0736267605633803
7.458958475261015, 0.04190140845070428
