BinCenter_pT BinContent
5.5 0.12257
6.5 0.116978
7.5 0.10967
8.5 0.10198
9.5 0.0945016
10.5 0.0873949
11.5 0.0809181
12.5 0.0751072
13.5 0.0701385
14.5 0.0657979
15.5 0.0618634
16.5 0.0586199
17.5 0.0556522
18.5 0.0529869
19.5 0.0505943
20.5 0.0484626
