BinCenter_pT BinContent_Td160MeV
0.25 0.00426491
0.75 0.00623314
1.25 0.0148968
1.75 0.0294092
2.25 0.0446741
2.75 0.0575906
3.25 0.0662292
3.75 0.0696144
4.25 0.0664838
4.75 0.0593772
5.25 0.0505385
5.75 0.0403061
6.25 0.0323863
6.75 0.0277707
7.25 0.02212
7.75 0.0186782
8.25 0.0167113
