BinCenter_pT BinContent
0.5 -9.46561e-05
1.5 0.019821
2.5 0.0312668
3.5 0.0335274
4.5 0.0268139
5.5 0.019785
6.5 0.0167555
7.5 0.0136312
8.5 0.0119872
