BinCenter_pT BinContent
5.5 0.0178564
6.5 0.0162668
7.5 0.0159401
8.5 0.0152647
9.5 0.0131757
10.5 0.0123834
11.5 0.011508
12.5 0.0105578
13.5 0.0107006
14.5 0.00951034
15.5 0.00954396
16.5 0.00921627
17.5 0.00841899
18.5 0.00859616
19.5 0.0077601
20.5 0.0074852
