BinCenter_pT BinContent_Td160MeV
0.25 -0.0130573
0.75 0.0107244
1.25 0.0392699
1.75 0.0638886
2.25 0.0815399
2.75 0.0920943
3.25 0.0962127
3.75 0.0954213
4.25 0.0890334
4.75 0.0806064
5.25 0.0687548
5.75 0.0579455
6.25 0.0488235
6.75 0.0439482
7.25 0.0385655
7.75 0.0342947
8.25 0.0334464
