# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 21 16:03:00 CET 2026
# FONLL version and perturbative order: ## FONLL v1.4.0 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = meson (meson = D0). NP params (cm,lm,hm) = 0.1, 0.06, 0.135
# BR(q->meson) = 1
# ebeam1 = 2680, ebeam2 = 2680
# PDF set = NNPDF30_nlo_as_0118
# ptmin = 0
# ptmax = 50
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
27.6382 8.2673e+03 7.0492e+03 9.6856e+03 7.0772e+03 9.6194e+03 8.0078e+03 8.6958e+03 9.4267e+03 7.3094e+03 8.4949e+03 7.0772e+03 9.6194e+03 7.9781e+03
27.8894 7.8966e+03 6.7374e+03 9.2439e+03 6.7639e+03 9.1807e+03 7.6501e+03 8.3045e+03 9.0007e+03 6.9819e+03 8.1105e+03 6.7639e+03 9.1807e+03 7.6255e+03
28.1407 7.5453e+03 6.4415e+03 8.8257e+03 6.4667e+03 8.7654e+03 7.3109e+03 7.9338e+03 8.5972e+03 6.6716e+03 7.7464e+03 6.4667e+03 8.7654e+03 7.2910e+03
28.3920 7.2121e+03 6.1608e+03 8.4296e+03 6.1848e+03 8.3719e+03 6.9892e+03 7.5823e+03 8.2146e+03 6.3773e+03 7.4013e+03 6.1848e+03 8.3719e+03 6.9736e+03
28.6432 6.8961e+03 5.8944e+03 8.0541e+03 5.9171e+03 7.9991e+03 6.6840e+03 7.2489e+03 7.8519e+03 6.0981e+03 7.0741e+03 5.9171e+03 7.9991e+03 6.6722e+03
28.8945 6.5962e+03 5.6414e+03 7.6982e+03 5.6630e+03 7.6456e+03 6.3943e+03 6.9326e+03 7.5078e+03 5.8332e+03 6.7638e+03 5.6630e+03 7.6456e+03 6.3861e+03
29.1457 6.3114e+03 5.4010e+03 7.3606e+03 5.4215e+03 7.3103e+03 6.1192e+03 6.6324e+03 7.1813e+03 5.5816e+03 6.4693e+03 5.4215e+03 7.3103e+03 6.1141e+03
29.3970 6.0410e+03 5.1726e+03 7.0402e+03 5.1921e+03 6.9921e+03 5.8578e+03 6.3473e+03 6.8713e+03 5.3427e+03 6.1898e+03 5.1921e+03 6.9921e+03 5.8557e+03
29.6482 5.7841e+03 4.9554e+03 6.7361e+03 4.9740e+03 6.6901e+03 5.6095e+03 6.0764e+03 6.5769e+03 5.1156e+03 5.9243e+03 4.9740e+03 6.6901e+03 5.6100e+03
29.8995 5.5398e+03 4.7488e+03 6.4473e+03 4.7665e+03 6.4032e+03 5.3734e+03 5.8191e+03 6.2971e+03 4.8998e+03 5.6721e+03 4.7665e+03 6.4032e+03 5.3762e+03
30.1508 5.3076e+03 4.5523e+03 6.1729e+03 4.5691e+03 6.1307e+03 5.1488e+03 5.5744e+03 6.0312e+03 4.6946e+03 5.4323e+03 4.5691e+03 6.1307e+03 5.1538e+03
30.4020 5.0867e+03 4.3652e+03 5.9121e+03 4.3813e+03 5.8717e+03 4.9352e+03 5.3417e+03 5.7784e+03 4.4994e+03 5.2044e+03 4.3813e+03 5.8717e+03 4.9421e+03
30.6533 4.8765e+03 4.1871e+03 5.6641e+03 4.2024e+03 5.6254e+03 4.7319e+03 5.1203e+03 5.5379e+03 4.3137e+03 4.9876e+03 4.2024e+03 5.6254e+03 4.7405e+03
30.9045 4.6765e+03 4.0175e+03 5.4282e+03 4.0321e+03 5.3911e+03 4.5383e+03 4.9096e+03 5.3090e+03 4.1368e+03 4.7813e+03 4.0321e+03 5.3911e+03 4.5485e+03
31.1558 4.4859e+03 3.8558e+03 5.2037e+03 3.8698e+03 5.1682e+03 4.3540e+03 4.7090e+03 5.0912e+03 3.9684e+03 4.5849e+03 3.8698e+03 5.1682e+03 4.3655e+03
31.4070 4.3045e+03 3.7018e+03 4.9901e+03 3.7151e+03 4.9560e+03 4.1784e+03 4.5179e+03 4.8838e+03 3.8080e+03 4.3979e+03 3.7151e+03 4.9560e+03 4.1911e+03
31.6583 4.1315e+03 3.5549e+03 4.7866e+03 3.5676e+03 4.7539e+03 4.0110e+03 4.3359e+03 4.6862e+03 3.6551e+03 4.2197e+03 3.5676e+03 4.7539e+03 4.0248e+03
31.9095 3.9667e+03 3.4148e+03 4.5928e+03 3.4270e+03 4.5615e+03 3.8514e+03 4.1624e+03 4.4979e+03 3.5094e+03 4.0500e+03 3.4270e+03 4.5615e+03 3.8661e+03
32.1608 3.8095e+03 3.2811e+03 4.4082e+03 3.2927e+03 4.3781e+03 3.6992e+03 3.9970e+03 4.3184e+03 3.3704e+03 3.8882e+03 3.2927e+03 4.3781e+03 3.7147e+03
32.4121 3.6595e+03 3.1535e+03 4.2322e+03 3.1646e+03 4.2032e+03 3.5540e+03 3.8392e+03 4.1473e+03 3.2378e+03 3.7339e+03 3.1646e+03 4.2032e+03 3.5702e+03
32.6633 3.5164e+03 3.0316e+03 4.0644e+03 3.0422e+03 4.0366e+03 3.4154e+03 3.6887e+03 3.9840e+03 3.1113e+03 3.5868e+03 3.0422e+03 4.0366e+03 3.4322e+03
32.9146 3.3798e+03 2.9152e+03 3.9043e+03 2.9254e+03 3.8776e+03 3.2831e+03 3.5451e+03 3.8282e+03 2.9906e+03 3.4463e+03 2.9254e+03 3.8776e+03 3.3005e+03
33.1658 3.2494e+03 2.8040e+03 3.7515e+03 2.8137e+03 3.7259e+03 3.1567e+03 3.4079e+03 3.6795e+03 2.8752e+03 3.3123e+03 2.8137e+03 3.7259e+03 3.1746e+03
33.4171 3.1248e+03 2.6977e+03 3.6058e+03 2.7070e+03 3.5811e+03 3.0360e+03 3.2769e+03 3.5375e+03 2.7651e+03 3.1844e+03 2.7070e+03 3.5811e+03 3.0542e+03
33.6683 3.0058e+03 2.5961e+03 3.4666e+03 2.6050e+03 3.4428e+03 2.9207e+03 3.1518e+03 3.4018e+03 2.6598e+03 3.0622e+03 2.6050e+03 3.4428e+03 2.9392e+03
33.9196 2.8921e+03 2.4989e+03 3.3336e+03 2.5075e+03 3.3108e+03 2.8104e+03 3.0323e+03 3.2722e+03 2.5592e+03 2.9454e+03 2.5075e+03 3.3108e+03 2.8292e+03
34.1709 2.7833e+03 2.4059e+03 3.2066e+03 2.4142e+03 3.1847e+03 2.7050e+03 2.9180e+03 3.1484e+03 2.4630e+03 2.8338e+03 2.4142e+03 3.1847e+03 2.7240e+03
34.4221 2.6793e+03 2.3170e+03 3.0853e+03 2.3249e+03 3.0641e+03 2.6042e+03 2.8087e+03 3.0300e+03 2.3710e+03 2.7271e+03 2.3249e+03 3.0641e+03 2.6234e+03
34.6734 2.5799e+03 2.2319e+03 2.9692e+03 2.2394e+03 2.9488e+03 2.5077e+03 2.7042e+03 2.9168e+03 2.2830e+03 2.6251e+03 2.2394e+03 2.9488e+03 2.5270e+03
34.9246 2.4847e+03 2.1504e+03 2.8583e+03 2.1576e+03 2.8387e+03 2.4154e+03 2.6042e+03 2.8084e+03 2.1988e+03 2.5276e+03 2.1576e+03 2.8387e+03 2.4348e+03
35.1759 2.3936e+03 2.0723e+03 2.7522e+03 2.0793e+03 2.7332e+03 2.3271e+03 2.5085e+03 2.7048e+03 2.1182e+03 2.4342e+03 2.0793e+03 2.7332e+03 2.3465e+03
35.4271 2.3063e+03 1.9976e+03 2.6506e+03 2.0042e+03 2.6324e+03 2.2424e+03 2.4169e+03 2.6056e+03 2.0411e+03 2.3448e+03 2.0042e+03 2.6324e+03 2.2619e+03
35.6784 2.2228e+03 1.9259e+03 2.5534e+03 1.9324e+03 2.5358e+03 2.1614e+03 2.3292e+03 2.5106e+03 1.9672e+03 2.2593e+03 1.9324e+03 2.5358e+03 2.1808e+03
35.9296 2.1428e+03 1.8573e+03 2.4604e+03 1.8635e+03 2.4434e+03 2.0838e+03 2.2451e+03 2.4196e+03 1.8964e+03 2.1774e+03 1.8635e+03 2.4434e+03 2.1032e+03
36.1809 2.0661e+03 1.7915e+03 2.3713e+03 1.7974e+03 2.3549e+03 2.0094e+03 2.1646e+03 2.3325e+03 1.8285e+03 2.0989e+03 1.7974e+03 2.3549e+03 2.0287e+03
36.4322 1.9926e+03 1.7284e+03 2.2859e+03 1.7341e+03 2.2701e+03 1.9380e+03 2.0875e+03 2.2490e+03 1.7635e+03 2.0237e+03 1.7341e+03 2.2701e+03 1.9573e+03
36.6834 1.9222e+03 1.6679e+03 2.2041e+03 1.6734e+03 2.1889e+03 1.8697e+03 2.0135e+03 2.1690e+03 1.7012e+03 1.9517e+03 1.6734e+03 2.1889e+03 1.8888e+03
36.9347 1.8546e+03 1.6098e+03 2.1257e+03 1.6151e+03 2.1110e+03 1.8041e+03 1.9426e+03 2.0923e+03 1.6414e+03 1.8826e+03 1.6151e+03 2.1110e+03 1.8232e+03
37.1859 1.7898e+03 1.5541e+03 2.0506e+03 1.5592e+03 2.0364e+03 1.7412e+03 1.8746e+03 2.0187e+03 1.5840e+03 1.8163e+03 1.5592e+03 2.0364e+03 1.7601e+03
37.4372 1.7276e+03 1.5007e+03 1.9785e+03 1.5056e+03 1.9648e+03 1.6808e+03 1.8094e+03 1.9482e+03 1.5290e+03 1.7528e+03 1.5056e+03 1.9648e+03 1.6996e+03
37.6884 1.6680e+03 1.4494e+03 1.9094e+03 1.4540e+03 1.8962e+03 1.6229e+03 1.7468e+03 1.8805e+03 1.4762e+03 1.6918e+03 1.4540e+03 1.8962e+03 1.6415e+03
37.9397 1.6107e+03 1.4001e+03 1.8430e+03 1.4046e+03 1.8303e+03 1.5673e+03 1.6867e+03 1.8155e+03 1.4255e+03 1.6333e+03 1.4046e+03 1.8303e+03 1.5858e+03
38.1910 1.5557e+03 1.3527e+03 1.7794e+03 1.3571e+03 1.7670e+03 1.5139e+03 1.6290e+03 1.7531e+03 1.3769e+03 1.5771e+03 1.3571e+03 1.7670e+03 1.5322e+03
38.4422 1.5028e+03 1.3073e+03 1.7183e+03 1.3115e+03 1.7063e+03 1.4626e+03 1.5736e+03 1.6932e+03 1.3301e+03 1.5232e+03 1.3115e+03 1.7063e+03 1.4807e+03
38.6935 1.4521e+03 1.2636e+03 1.6596e+03 1.2676e+03 1.6481e+03 1.4133e+03 1.5203e+03 1.6357e+03 1.2852e+03 1.4714e+03 1.2676e+03 1.6481e+03 1.4313e+03
38.9447 1.4034e+03 1.2216e+03 1.6033e+03 1.2255e+03 1.5921e+03 1.3659e+03 1.4692e+03 1.5805e+03 1.2421e+03 1.4217e+03 1.2255e+03 1.5921e+03 1.3837e+03
39.1960 1.3565e+03 1.1812e+03 1.5491e+03 1.1850e+03 1.5384e+03 1.3204e+03 1.4201e+03 1.5274e+03 1.2006e+03 1.3739e+03 1.1850e+03 1.5384e+03 1.3380e+03
39.4472 1.3115e+03 1.1423e+03 1.4971e+03 1.1460e+03 1.4867e+03 1.2767e+03 1.3728e+03 1.4764e+03 1.1608e+03 1.3280e+03 1.1460e+03 1.4867e+03 1.2940e+03
39.6985 1.2682e+03 1.1050e+03 1.4472e+03 1.1085e+03 1.4371e+03 1.2346e+03 1.3275e+03 1.4274e+03 1.1224e+03 1.2838e+03 1.1085e+03 1.4371e+03 1.2518e+03
39.9497 1.2265e+03 1.0690e+03 1.3991e+03 1.0724e+03 1.3894e+03 1.1941e+03 1.2838e+03 1.3802e+03 1.0856e+03 1.2414e+03 1.0724e+03 1.3894e+03 1.2110e+03
40.2010 1.1865e+03 1.0345e+03 1.3530e+03 1.0377e+03 1.3435e+03 1.1552e+03 1.2418e+03 1.3349e+03 1.0501e+03 1.2006e+03 1.0377e+03 1.3435e+03 1.1719e+03
40.4523 1.1480e+03 1.0012e+03 1.3086e+03 1.0043e+03 1.2994e+03 1.1177e+03 1.2014e+03 1.2913e+03 1.0160e+03 1.1613e+03 1.0043e+03 1.2994e+03 1.1342e+03
40.7035 1.1109e+03 9.6911e+02 1.2658e+03 9.7214e+02 1.2570e+03 1.0817e+03 1.1625e+03 1.2493e+03 9.8319e+02 1.1235e+03 9.7214e+02 1.2570e+03 1.0979e+03
40.9548 1.0752e+03 9.3825e+02 1.2247e+03 9.4117e+02 1.2162e+03 1.0470e+03 1.1251e+03 1.2089e+03 9.5159e+02 1.0872e+03 9.4117e+02 1.2162e+03 1.0629e+03
41.2060 1.0408e+03 9.0852e+02 1.1852e+03 9.1135e+02 1.1769e+03 1.0136e+03 1.0891e+03 1.1701e+03 9.2117e+02 1.0522e+03 9.1135e+02 1.1769e+03 1.0292e+03
41.4573 1.0077e+03 8.7988e+02 1.1471e+03 8.8262e+02 1.1391e+03 9.8141e+02 1.0544e+03 1.1326e+03 8.9188e+02 1.0185e+03 8.8262e+02 1.1391e+03 9.9680e+02
41.7085 9.7583e+02 8.5229e+02 1.1105e+03 8.5493e+02 1.1027e+03 9.5042e+02 1.0210e+03 1.0966e+03 8.6366e+02 9.8610e+02 8.5493e+02 1.1027e+03 9.6555e+02
41.9598 9.4512e+02 8.2570e+02 1.0752e+03 8.2825e+02 1.0676e+03 9.2057e+02 9.8882e+02 1.0619e+03 8.3648e+02 9.5487e+02 8.2825e+02 1.0676e+03 9.3543e+02
42.2111 9.1554e+02 8.0007e+02 1.0412e+03 8.0254e+02 1.0339e+03 8.9180e+02 9.5782e+02 1.0285e+03 8.1029e+02 9.2479e+02 8.0254e+02 1.0339e+03 9.0639e+02
42.4623 8.8703e+02 7.7537e+02 1.0084e+03 7.7775e+02 1.0013e+03 8.6407e+02 9.2795e+02 9.9626e+02 7.8505e+02 8.9580e+02 7.7775e+02 1.0013e+03 8.7840e+02
42.7136 8.5954e+02 7.5154e+02 9.7689e+02 7.5385e+02 9.7000e+02 8.3734e+02 8.9916e+02 9.6522e+02 7.6072e+02 8.6787e+02 7.5385e+02 9.7000e+02 8.5141e+02
42.9648 8.3305e+02 7.2856e+02 9.4649e+02 7.3080e+02 9.3981e+02 8.1157e+02 8.7140e+02 9.3530e+02 7.3726e+02 8.4094e+02 7.3080e+02 9.3981e+02 8.2538e+02
43.2161 8.0750e+02 7.0640e+02 9.1718e+02 7.0856e+02 9.1070e+02 7.8671e+02 8.4464e+02 9.0645e+02 7.1464e+02 8.1499e+02 7.0856e+02 9.1070e+02 8.0026e+02
43.4673 7.8285e+02 6.8502e+02 8.8893e+02 6.8711e+02 8.8264e+02 7.6274e+02 8.1882e+02 8.7863e+02 6.9283e+02 7.8996e+02 6.8711e+02 8.8264e+02 7.7604e+02
43.7186 7.5908e+02 6.6439e+02 8.6168e+02 6.6641e+02 8.5558e+02 7.3962e+02 7.9392e+02 8.5180e+02 6.7178e+02 7.6581e+02 6.6641e+02 8.5558e+02 7.5266e+02
43.9698 7.3614e+02 6.4447e+02 8.3540e+02 6.4643e+02 8.2948e+02 7.1730e+02 7.6990e+02 8.2592e+02 6.5148e+02 7.4253e+02 6.4643e+02 8.2948e+02 7.3009e+02
44.2211 7.1401e+02 6.2525e+02 8.1005e+02 6.2714e+02 8.0430e+02 6.9576e+02 7.4672e+02 8.0095e+02 6.3188e+02 7.2006e+02 6.2714e+02 8.0430e+02 7.0831e+02
44.4724 6.9265e+02 6.0669e+02 7.8559e+02 6.0853e+02 7.8001e+02 6.7498e+02 7.2435e+02 7.7686e+02 6.1297e+02 6.9838e+02 6.0853e+02 7.8001e+02 6.8729e+02
44.7236 6.7202e+02 5.8877e+02 7.6198e+02 5.9055e+02 7.5657e+02 6.5491e+02 7.0276e+02 7.5360e+02 5.9471e+02 6.7746e+02 5.9055e+02 7.5657e+02 6.6698e+02
44.9749 6.5211e+02 5.7146e+02 7.3920e+02 5.7318e+02 7.3394e+02 6.3553e+02 6.8191e+02 7.3114e+02 5.7708e+02 6.5725e+02 5.7318e+02 7.3394e+02 6.4737e+02
45.2261 6.3288e+02 5.5474e+02 7.1720e+02 5.5641e+02 7.1210e+02 6.1682e+02 6.6177e+02 7.0947e+02 5.6005e+02 6.3775e+02 5.5641e+02 7.1210e+02 6.2843e+02
45.4774 6.1430e+02 5.3859e+02 6.9597e+02 5.4021e+02 6.9101e+02 5.9874e+02 6.4233e+02 6.8853e+02 5.4361e+02 6.1891e+02 5.4021e+02 6.9101e+02 6.1013e+02
45.7286 5.9636e+02 5.2298e+02 6.7545e+02 5.2455e+02 6.7064e+02 5.8127e+02 6.2354e+02 6.6831e+02 5.2772e+02 6.0072e+02 5.2455e+02 6.7064e+02 5.9245e+02
45.9799 5.7902e+02 5.0790e+02 6.5564e+02 5.0942e+02 6.5096e+02 5.6440e+02 6.0539e+02 6.4877e+02 5.1238e+02 5.8315e+02 5.0942e+02 6.5096e+02 5.7536e+02
46.2312 5.6227e+02 4.9332e+02 6.3650e+02 4.9479e+02 6.3195e+02 5.4809e+02 5.8786e+02 6.2990e+02 4.9754e+02 5.6617e+02 4.9479e+02 6.3195e+02 5.5884e+02
46.4824 5.4607e+02 4.7922e+02 6.1801e+02 4.8065e+02 6.1358e+02 5.3232e+02 5.7091e+02 6.1166e+02 4.8320e+02 5.4976e+02 4.8065e+02 6.1358e+02 5.4287e+02
46.7337 5.3042e+02 4.6559e+02 6.0013e+02 4.6698e+02 5.9583e+02 5.1708e+02 5.5452e+02 5.9403e+02 4.6934e+02 5.3390e+02 4.6698e+02 5.9583e+02 5.2743e+02
46.9849 5.1528e+02 4.5241e+02 5.8286e+02 4.5376e+02 5.7867e+02 5.0235e+02 5.3868e+02 5.7699e+02 4.5594e+02 5.1856e+02 4.5376e+02 5.7867e+02 5.1250e+02
47.2362 5.0064e+02 4.3967e+02 5.6615e+02 4.4097e+02 5.6209e+02 4.8810e+02 5.2336e+02 5.6051e+02 4.4299e+02 5.0374e+02 4.4097e+02 5.6209e+02 4.9806e+02
47.4874 4.8649e+02 4.2733e+02 5.5001e+02 4.2860e+02 5.4605e+02 4.7431e+02 5.0855e+02 5.4458e+02 4.3045e+02 4.8941e+02 4.2860e+02 5.4605e+02 4.8409e+02
47.7387 4.7279e+02 4.1540e+02 5.3439e+02 4.1662e+02 5.3055e+02 4.6098e+02 4.9422e+02 5.2917e+02 4.1833e+02 4.7555e+02 4.1662e+02 5.3055e+02 4.7057e+02
47.9899 4.5955e+02 4.0385e+02 5.1929e+02 4.0504e+02 5.1555e+02 4.4808e+02 4.8036e+02 5.1426e+02 4.0660e+02 4.6214e+02 4.0504e+02 5.1555e+02 4.5749e+02
48.2412 4.4673e+02 3.9267e+02 5.0469e+02 3.9382e+02 5.0104e+02 4.3560e+02 4.6694e+02 4.9985e+02 3.9525e+02 4.4917e+02 3.9382e+02 5.0104e+02 4.4483e+02
48.4925 4.3432e+02 3.8184e+02 4.9055e+02 3.8297e+02 4.8701e+02 4.2351e+02 4.5396e+02 4.8589e+02 3.8427e+02 4.3662e+02 3.8297e+02 4.8701e+02 4.3257e+02
48.7437 4.2231e+02 3.7137e+02 4.7688e+02 3.7246e+02 4.7343e+02 4.1182e+02 4.4140e+02 4.7239e+02 3.7364e+02 4.2447e+02 3.7246e+02 4.7343e+02 4.2070e+02
48.9950 4.1069e+02 3.6122e+02 4.6365e+02 3.6228e+02 4.6029e+02 4.0050e+02 4.2924e+02 4.5933e+02 3.6335e+02 4.1272e+02 3.6228e+02 4.6029e+02 4.0920e+02
49.2462 3.9943e+02 3.5139e+02 4.5084e+02 3.5242e+02 4.4757e+02 3.8954e+02 4.1747e+02 4.4668e+02 3.5338e+02 4.0134e+02 3.5242e+02 4.4757e+02 3.9807e+02
49.4975 3.8853e+02 3.4188e+02 4.3844e+02 3.4288e+02 4.3526e+02 3.7892e+02 4.0607e+02 4.3443e+02 3.4374e+02 3.9032e+02 3.4288e+02 4.3526e+02 3.8729e+02
49.7487 3.7798e+02 3.3266e+02 4.2643e+02 3.3363e+02 4.2334e+02 3.6864e+02 3.9502e+02 4.2257e+02 3.3439e+02 3.7966e+02 3.3363e+02 4.2334e+02 3.7685e+02
50.0000 3.6775e+02 3.2372e+02 4.1481e+02 3.2467e+02 4.1179e+02 3.5868e+02 3.8433e+02 4.1109e+02 3.2534e+02 3.6933e+02 3.2467e+02 4.1179e+02 3.6673e+02
