# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 21 16:45:22 CET 2026
# FONLL version and perturbative order: ## FONLL v1.4.0 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 2680, ebeam2 = 2680
# PDF set = NNPDF30_nlo_as_0118
# ptmin = 0
# ptmax = 100
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
29.0727 1.3749e+04 1.1433e+04 1.6738e+04 1.1467e+04 1.6712e+04 1.3355e+04 1.4148e+04 1.5837e+04 1.2220e+04 1.4504e+04 1.1467e+04 1.6712e+04 1.2744e+04
29.3233 1.3227e+04 1.1007e+04 1.6085e+04 1.1040e+04 1.6060e+04 1.2851e+04 1.3606e+04 1.5230e+04 1.1757e+04 1.3946e+04 1.1040e+04 1.6060e+04 1.2269e+04
29.5739 1.2727e+04 1.0600e+04 1.5461e+04 1.0630e+04 1.5437e+04 1.2369e+04 1.3088e+04 1.4649e+04 1.1315e+04 1.3412e+04 1.0630e+04 1.5437e+04 1.1816e+04
29.8246 1.2250e+04 1.0210e+04 1.4866e+04 1.0239e+04 1.4843e+04 1.1909e+04 1.2594e+04 1.4094e+04 1.0892e+04 1.2903e+04 1.0239e+04 1.4843e+04 1.1381e+04
30.0752 1.1793e+04 9.8370e+03 1.4296e+04 9.8642e+03 1.4275e+04 1.1468e+04 1.2120e+04 1.3563e+04 1.0487e+04 1.2415e+04 9.8642e+03 1.4275e+04 1.0965e+04
30.3258 1.1355e+04 9.4794e+03 1.3752e+04 9.5052e+03 1.3732e+04 1.1045e+04 1.1668e+04 1.3056e+04 1.0099e+04 1.1949e+04 9.5052e+03 1.3732e+04 1.0567e+04
30.5764 1.0937e+04 9.1369e+03 1.3232e+04 9.1614e+03 1.3213e+04 1.0641e+04 1.1234e+04 1.2570e+04 9.7282e+03 1.1503e+04 9.1614e+03 1.3213e+04 1.0185e+04
30.8271 1.0536e+04 8.8087e+03 1.2735e+04 8.8319e+03 1.2717e+04 1.0254e+04 1.0820e+04 1.2104e+04 9.3730e+03 1.1077e+04 8.8319e+03 1.2717e+04 9.8191e+03
31.0777 1.0152e+04 8.4941e+03 1.2259e+04 8.5161e+03 1.2242e+04 9.8828e+03 1.0423e+04 1.1659e+04 9.0327e+03 1.0669e+04 8.5161e+03 1.2242e+04 9.4685e+03
31.3283 9.7842e+03 8.1925e+03 1.1804e+04 8.2134e+03 1.1788e+04 9.5272e+03 1.0042e+04 1.1232e+04 8.7067e+03 1.0278e+04 8.2134e+03 1.1788e+04 9.1323e+03
31.5789 9.4318e+03 7.9033e+03 1.1369e+04 7.9231e+03 1.1353e+04 9.1864e+03 9.6782e+03 1.0824e+04 8.3943e+03 9.9037e+03 7.9231e+03 1.1353e+04 8.8098e+03
31.8296 9.0940e+03 7.6258e+03 1.0952e+04 7.6446e+03 1.0937e+04 8.8597e+03 9.3292e+03 1.0432e+04 8.0948e+03 9.5454e+03 7.6446e+03 1.0937e+04 8.5005e+03
32.0802 8.7702e+03 7.3596e+03 1.0553e+04 7.3775e+03 1.0539e+04 8.5464e+03 8.9948e+03 1.0057e+04 7.8076e+03 9.2020e+03 7.3775e+03 1.0539e+04 8.2038e+03
32.3308 8.4596e+03 7.1041e+03 1.0171e+04 7.1211e+03 1.0157e+04 8.2458e+03 8.6741e+03 9.6975e+03 7.5322e+03 8.8731e+03 7.1211e+03 1.0157e+04 7.9189e+03
32.5815 8.1618e+03 6.8589e+03 9.8048e+03 6.8751e+03 9.7920e+03 7.9574e+03 8.3667e+03 9.3527e+03 7.2680e+03 8.5578e+03 6.8751e+03 9.7920e+03 7.6455e+03
32.8321 7.8761e+03 6.6235e+03 9.4542e+03 6.6388e+03 9.4420e+03 7.6807e+03 8.0719e+03 9.0220e+03 7.0145e+03 8.2555e+03 6.6388e+03 9.4420e+03 7.3830e+03
33.0827 7.6019e+03 6.3974e+03 9.1181e+03 6.4119e+03 9.1065e+03 7.4150e+03 7.7890e+03 8.7047e+03 6.7712e+03 7.9657e+03 6.4119e+03 9.1065e+03 7.1309e+03
33.3333 7.3387e+03 6.1802e+03 8.7958e+03 6.1940e+03 8.7847e+03 7.1600e+03 7.5176e+03 8.4003e+03 6.5377e+03 7.6875e+03 6.1940e+03 8.7847e+03 6.8886e+03
33.5840 7.0860e+03 5.9715e+03 8.4865e+03 5.9847e+03 8.4760e+03 6.9150e+03 7.2571e+03 8.1081e+03 6.3134e+03 7.4205e+03 5.9847e+03 8.4760e+03 6.6559e+03
33.8346 6.8434e+03 5.7709e+03 8.1897e+03 5.7835e+03 8.1797e+03 6.6797e+03 7.0070e+03 7.8277e+03 6.0981e+03 7.1642e+03 5.7835e+03 8.1797e+03 6.4323e+03
34.0852 6.6103e+03 5.5781e+03 7.9048e+03 5.5901e+03 7.8953e+03 6.4537e+03 6.7669e+03 7.5584e+03 5.8912e+03 6.9180e+03 5.5901e+03 7.8953e+03 6.2173e+03
34.3358 6.3864e+03 5.3927e+03 7.6313e+03 5.4041e+03 7.6223e+03 6.2365e+03 6.5363e+03 7.2997e+03 5.6924e+03 6.6815e+03 5.4041e+03 7.6223e+03 6.0106e+03
34.5865 6.1713e+03 5.2145e+03 7.3687e+03 5.2253e+03 7.3601e+03 6.0277e+03 6.3147e+03 7.0513e+03 5.5014e+03 6.4544e+03 5.2253e+03 7.3601e+03 5.8118e+03
34.8371 5.9645e+03 5.0430e+03 7.1164e+03 5.0534e+03 7.1082e+03 5.8269e+03 6.1019e+03 6.8126e+03 5.3178e+03 6.2361e+03 5.0534e+03 7.1082e+03 5.6205e+03
35.0877 5.7658e+03 4.8781e+03 6.8741e+03 4.8879e+03 6.8662e+03 5.6339e+03 5.8973e+03 6.5832e+03 5.1412e+03 6.0263e+03 4.8879e+03 6.8662e+03 5.4366e+03
35.3383 5.5746e+03 4.7194e+03 6.6412e+03 4.7287e+03 6.6338e+03 5.4483e+03 5.7006e+03 6.3628e+03 4.9714e+03 5.8246e+03 4.7287e+03 6.6338e+03 5.2595e+03
35.5890 5.3908e+03 4.5666e+03 6.4175e+03 4.5755e+03 6.4103e+03 5.2697e+03 5.5116e+03 6.1508e+03 4.8081e+03 5.6308e+03 4.5755e+03 6.4103e+03 5.0891e+03
35.8396 5.2140e+03 4.4195e+03 6.2023e+03 4.4280e+03 6.1956e+03 5.0979e+03 5.3298e+03 5.9470e+03 4.6510e+03 5.4443e+03 4.4280e+03 6.1956e+03 4.9251e+03
36.0902 5.0439e+03 4.2779e+03 5.9955e+03 4.2860e+03 5.9891e+03 4.9326e+03 5.1549e+03 5.7510e+03 4.4998e+03 5.2649e+03 4.2860e+03 5.9891e+03 4.7671e+03
36.3409 4.8803e+03 4.1415e+03 5.7967e+03 4.1493e+03 5.7905e+03 4.7734e+03 4.9866e+03 5.5625e+03 4.3544e+03 5.0924e+03 4.1493e+03 5.7905e+03 4.6150e+03
36.5915 4.7227e+03 4.0101e+03 5.6054e+03 4.0175e+03 5.5995e+03 4.6202e+03 4.8248e+03 5.3811e+03 4.2143e+03 4.9264e+03 4.0175e+03 5.5995e+03 4.4685e+03
36.8421 4.5711e+03 3.8836e+03 5.4214e+03 3.8906e+03 5.4158e+03 4.4727e+03 4.6690e+03 5.2065e+03 4.0794e+03 4.7666e+03 3.8906e+03 5.4158e+03 4.3273e+03
37.0927 4.4251e+03 3.7616e+03 5.2444e+03 3.7683e+03 5.2390e+03 4.3306e+03 4.5190e+03 5.0385e+03 3.9496e+03 4.6128e+03 3.7683e+03 5.2390e+03 4.1913e+03
37.3434 4.2844e+03 3.6441e+03 5.0740e+03 3.6505e+03 5.0689e+03 4.1938e+03 4.3746e+03 4.8767e+03 3.8245e+03 4.4647e+03 3.6505e+03 5.0689e+03 4.0602e+03
37.5940 4.1490e+03 3.5307e+03 4.9100e+03 3.5369e+03 4.9051e+03 4.0619e+03 4.2356e+03 4.7210e+03 3.7040e+03 4.3221e+03 3.5369e+03 4.9051e+03 3.9338e+03
37.8446 4.0185e+03 3.4215e+03 4.7522e+03 3.4274e+03 4.7475e+03 3.9349e+03 4.1017e+03 4.5711e+03 3.5879e+03 4.1848e+03 3.4274e+03 4.7475e+03 3.8119e+03
38.0952 3.8928e+03 3.3161e+03 4.6002e+03 3.3218e+03 4.5957e+03 3.8124e+03 3.9727e+03 4.4266e+03 3.4761e+03 4.0525e+03 3.3218e+03 4.5957e+03 3.6944e+03
38.3459 3.7717e+03 3.2145e+03 4.4539e+03 3.2199e+03 4.4495e+03 3.6944e+03 3.8484e+03 4.2875e+03 3.3682e+03 3.9251e+03 3.2199e+03 4.4495e+03 3.5811e+03
38.5965 3.6549e+03 3.1165e+03 4.3129e+03 3.1216e+03 4.3087e+03 3.5806e+03 3.7286e+03 4.1534e+03 3.2643e+03 3.8023e+03 3.1216e+03 4.3087e+03 3.4717e+03
38.8471 3.5423e+03 3.0219e+03 4.1771e+03 3.0268e+03 4.1731e+03 3.4709e+03 3.6131e+03 4.0242e+03 3.1640e+03 3.6839e+03 3.0268e+03 4.1731e+03 3.3662e+03
39.0977 3.4337e+03 2.9306e+03 4.0462e+03 2.9353e+03 4.0424e+03 3.3651e+03 3.5018e+03 3.8997e+03 3.0673e+03 3.5698e+03 2.9353e+03 4.0424e+03 3.2644e+03
39.3484 3.3290e+03 2.8425e+03 3.9202e+03 2.8470e+03 3.9165e+03 3.2630e+03 3.3945e+03 3.7796e+03 2.9741e+03 3.4599e+03 2.8470e+03 3.9165e+03 3.1662e+03
39.5990 3.2280e+03 2.7575e+03 3.7986e+03 2.7618e+03 3.7952e+03 3.1645e+03 3.2911e+03 3.6639e+03 2.8841e+03 3.3538e+03 2.7618e+03 3.7952e+03 3.0713e+03
39.8496 3.1306e+03 2.6754e+03 3.6815e+03 2.6795e+03 3.6782e+03 3.0695e+03 3.1912e+03 3.5523e+03 2.7973e+03 3.2516e+03 2.6795e+03 3.6782e+03 2.9798e+03
40.1003 3.0366e+03 2.5961e+03 3.5686e+03 2.6000e+03 3.5653e+03 2.9778e+03 3.0950e+03 3.4446e+03 2.7136e+03 3.1529e+03 2.6000e+03 3.5653e+03 2.8913e+03
40.3509 2.9459e+03 2.5195e+03 3.4597e+03 2.5233e+03 3.4566e+03 2.8892e+03 3.0021e+03 3.3408e+03 2.6327e+03 3.0578e+03 2.5233e+03 3.4566e+03 2.8059e+03
40.6015 2.8584e+03 2.4455e+03 3.3546e+03 2.4492e+03 3.3517e+03 2.8038e+03 2.9124e+03 3.2406e+03 2.5547e+03 2.9659e+03 2.4492e+03 3.3517e+03 2.7235e+03
40.8521 2.7738e+03 2.3741e+03 3.2533e+03 2.3775e+03 3.2505e+03 2.7212e+03 2.8259e+03 3.1439e+03 2.4793e+03 2.8773e+03 2.3775e+03 3.2505e+03 2.6438e+03
41.1028 2.6921e+03 2.3050e+03 3.1555e+03 2.3083e+03 3.1528e+03 2.6415e+03 2.7423e+03 3.0504e+03 2.4065e+03 2.7917e+03 2.3083e+03 3.1528e+03 2.5668e+03
41.3534 2.6132e+03 2.2382e+03 3.0611e+03 2.2414e+03 3.0584e+03 2.5644e+03 2.6615e+03 2.9602e+03 2.3361e+03 2.7091e+03 2.2414e+03 3.0584e+03 2.4923e+03
41.6040 2.5369e+03 2.1737e+03 2.9699e+03 2.1768e+03 2.9674e+03 2.4899e+03 2.5834e+03 2.8730e+03 2.2681e+03 2.6293e+03 2.1768e+03 2.9674e+03 2.4204e+03
41.8546 2.4632e+03 2.1113e+03 2.8818e+03 2.1143e+03 2.8794e+03 2.4178e+03 2.5080e+03 2.7887e+03 2.2023e+03 2.5521e+03 2.1143e+03 2.8794e+03 2.3508e+03
42.1053 2.3919e+03 2.0510e+03 2.7968e+03 2.0538e+03 2.7945e+03 2.3482e+03 2.4351e+03 2.7073e+03 2.1388e+03 2.4776e+03 2.0538e+03 2.7945e+03 2.2836e+03
42.3559 2.3230e+03 1.9927e+03 2.7146e+03 1.9954e+03 2.7124e+03 2.2808e+03 2.3647e+03 2.6286e+03 2.0773e+03 2.4056e+03 1.9954e+03 2.7124e+03 2.2186e+03
42.6065 2.2563e+03 1.9363e+03 2.6353e+03 1.9389e+03 2.6331e+03 2.2157e+03 2.2965e+03 2.5525e+03 2.0179e+03 2.3360e+03 1.9389e+03 2.6331e+03 2.1557e+03
42.8571 2.1919e+03 1.8817e+03 2.5586e+03 1.8842e+03 2.5565e+03 2.1527e+03 2.2307e+03 2.4789e+03 1.9604e+03 2.2687e+03 1.8842e+03 2.5565e+03 2.0949e+03
43.1078 2.1296e+03 1.8289e+03 2.4845e+03 1.8313e+03 2.4825e+03 2.0918e+03 2.1669e+03 2.4077e+03 1.9048e+03 2.2036e+03 1.8313e+03 2.4825e+03 2.0360e+03
43.3584 2.0693e+03 1.7778e+03 2.4128e+03 1.7801e+03 2.4109e+03 2.0328e+03 2.1053e+03 2.3389e+03 1.8510e+03 2.1407e+03 1.7801e+03 2.4109e+03 1.9791e+03
43.6090 2.0110e+03 1.7284e+03 2.3436e+03 1.7306e+03 2.3417e+03 1.9757e+03 2.0457e+03 2.2724e+03 1.7990e+03 2.0799e+03 1.7306e+03 2.3417e+03 1.9240e+03
43.8596 1.9545e+03 1.6805e+03 2.2766e+03 1.6827e+03 2.2748e+03 1.9205e+03 1.9880e+03 2.2080e+03 1.7486e+03 2.0210e+03 1.6827e+03 2.2748e+03 1.8707e+03
44.1103 1.8999e+03 1.6342e+03 2.2118e+03 1.6363e+03 2.2101e+03 1.8671e+03 1.9323e+03 2.1457e+03 1.6999e+03 1.9641e+03 1.6363e+03 2.2101e+03 1.8190e+03
44.3609 1.8470e+03 1.5894e+03 2.1492e+03 1.5913e+03 2.1476e+03 1.8153e+03 1.8783e+03 2.0854e+03 1.6527e+03 1.9090e+03 1.5913e+03 2.1476e+03 1.7690e+03
44.6115 1.7958e+03 1.5460e+03 2.0886e+03 1.5478e+03 2.0870e+03 1.7652e+03 1.8260e+03 2.0271e+03 1.6070e+03 1.8557e+03 1.5478e+03 2.0870e+03 1.7207e+03
44.8622 1.7463e+03 1.5039e+03 2.0300e+03 1.5057e+03 2.0285e+03 1.7168e+03 1.7754e+03 1.9706e+03 1.5628e+03 1.8041e+03 1.5057e+03 2.0285e+03 1.6738e+03
45.1128 1.6983e+03 1.4632e+03 1.9732e+03 1.4649e+03 1.9718e+03 1.6698e+03 1.7264e+03 1.9160e+03 1.5200e+03 1.7542e+03 1.4649e+03 1.9718e+03 1.6284e+03
45.3634 1.6518e+03 1.4237e+03 1.9183e+03 1.4254e+03 1.9170e+03 1.6243e+03 1.6790e+03 1.8631e+03 1.4785e+03 1.7058e+03 1.4254e+03 1.9170e+03 1.5845e+03
45.6140 1.6068e+03 1.3855e+03 1.8652e+03 1.3871e+03 1.8639e+03 1.5802e+03 1.6331e+03 1.8118e+03 1.4384e+03 1.6590e+03 1.3871e+03 1.8639e+03 1.5419e+03
45.8647 1.5633e+03 1.3484e+03 1.8138e+03 1.3500e+03 1.8125e+03 1.5375e+03 1.5886e+03 1.7622e+03 1.3995e+03 1.6137e+03 1.3500e+03 1.8125e+03 1.5006e+03
46.1153 1.5210e+03 1.3125e+03 1.7640e+03 1.3140e+03 1.7627e+03 1.4962e+03 1.5456e+03 1.7142e+03 1.3618e+03 1.5698e+03 1.3140e+03 1.7627e+03 1.4606e+03
46.3659 1.4802e+03 1.2778e+03 1.7157e+03 1.2792e+03 1.7145e+03 1.4561e+03 1.5038e+03 1.6677e+03 1.3253e+03 1.5273e+03 1.2792e+03 1.7145e+03 1.4218e+03
46.6165 1.4405e+03 1.2440e+03 1.6691e+03 1.2454e+03 1.6679e+03 1.4173e+03 1.4634e+03 1.6226e+03 1.2899e+03 1.4861e+03 1.2454e+03 1.6679e+03 1.3843e+03
46.8672 1.4021e+03 1.2113e+03 1.6238e+03 1.2127e+03 1.6227e+03 1.3797e+03 1.4243e+03 1.5790e+03 1.2556e+03 1.4462e+03 1.2127e+03 1.6227e+03 1.3479e+03
47.1178 1.3649e+03 1.1797e+03 1.5800e+03 1.1809e+03 1.5789e+03 1.3432e+03 1.3863e+03 1.5367e+03 1.2223e+03 1.4075e+03 1.1809e+03 1.5789e+03 1.3126e+03
47.3684 1.3288e+03 1.1489e+03 1.5376e+03 1.1502e+03 1.5365e+03 1.3078e+03 1.3495e+03 1.4957e+03 1.1901e+03 1.3701e+03 1.1502e+03 1.5365e+03 1.2783e+03
47.6190 1.2938e+03 1.1191e+03 1.4964e+03 1.1203e+03 1.4954e+03 1.2735e+03 1.3139e+03 1.4559e+03 1.1589e+03 1.3337e+03 1.1203e+03 1.4954e+03 1.2452e+03
47.8697 1.2599e+03 1.0902e+03 1.4566e+03 1.0913e+03 1.4556e+03 1.2402e+03 1.2793e+03 1.4174e+03 1.1286e+03 1.2985e+03 1.0913e+03 1.4556e+03 1.2130e+03
48.1203 1.2270e+03 1.0622e+03 1.4180e+03 1.0633e+03 1.4170e+03 1.2080e+03 1.2458e+03 1.3801e+03 1.0992e+03 1.2644e+03 1.0633e+03 1.4170e+03 1.1817e+03
48.3709 1.1952e+03 1.0350e+03 1.3805e+03 1.0360e+03 1.3796e+03 1.1767e+03 1.2133e+03 1.3439e+03 1.0707e+03 1.2313e+03 1.0360e+03 1.3796e+03 1.1515e+03
48.6216 1.1642e+03 1.0086e+03 1.3442e+03 1.0096e+03 1.3433e+03 1.1464e+03 1.1818e+03 1.3088e+03 1.0431e+03 1.1992e+03 1.0096e+03 1.3433e+03 1.1221e+03
48.8722 1.1343e+03 9.8295e+02 1.3090e+03 9.8394e+02 1.3082e+03 1.1170e+03 1.1513e+03 1.2748e+03 1.0163e+03 1.1681e+03 9.8394e+02 1.3082e+03 1.0935e+03
49.1228 1.1052e+03 9.5809e+02 1.2749e+03 9.5905e+02 1.2741e+03 1.0884e+03 1.1217e+03 1.2418e+03 9.9029e+02 1.1379e+03 9.5905e+02 1.2741e+03 1.0659e+03
49.3734 1.0769e+03 9.3397e+02 1.2418e+03 9.3489e+02 1.2410e+03 1.0607e+03 1.0929e+03 1.2099e+03 9.6506e+02 1.1086e+03 9.3489e+02 1.2410e+03 1.0390e+03
49.6241 1.0496e+03 9.1055e+02 1.2097e+03 9.1144e+02 1.2089e+03 1.0339e+03 1.0650e+03 1.1788e+03 9.4057e+02 1.0802e+03 9.1144e+02 1.2089e+03 1.0129e+03
49.8747 1.0230e+03 8.8782e+02 1.1786e+03 8.8867e+02 1.1778e+03 1.0078e+03 1.0380e+03 1.1487e+03 9.1682e+02 1.0526e+03 8.8867e+02 1.1778e+03 9.8764e+02
50.1253 9.9720e+02 8.6574e+02 1.1483e+03 8.6657e+02 1.1476e+03 9.8246e+02 1.0117e+03 1.1195e+03 8.9375e+02 1.0259e+03 8.6657e+02 1.1476e+03 9.6306e+02
50.3759 9.7216e+02 8.4429e+02 1.1190e+03 8.4509e+02 1.1183e+03 9.5787e+02 9.8622e+02 1.0912e+03 8.7135e+02 9.9990e+02 8.4509e+02 1.1183e+03 9.3918e+02
50.6266 9.4783e+02 8.2344e+02 1.0906e+03 8.2422e+02 1.0899e+03 9.3398e+02 9.6147e+02 1.0637e+03 8.4960e+02 9.7469e+02 8.2422e+02 1.0899e+03 9.1598e+02
50.8772 9.2421e+02 8.0319e+02 1.0629e+03 8.0393e+02 1.0623e+03 9.1078e+02 9.3743e+02 1.0369e+03 8.2847e+02 9.5021e+02 8.0393e+02 1.0623e+03 8.9344e+02
51.1278 9.0127e+02 7.8350e+02 1.0361e+03 7.8422e+02 1.0355e+03 8.8825e+02 9.1408e+02 1.0110e+03 8.0795e+02 9.2644e+02 7.8422e+02 1.0355e+03 8.7152e+02
51.3784 8.7898e+02 7.6437e+02 1.0101e+03 7.6507e+02 1.0095e+03 8.6635e+02 8.9140e+02 9.8576e+02 7.8801e+02 9.0335e+02 7.6507e+02 1.0095e+03 8.5022e+02
51.6291 8.5732e+02 7.4577e+02 9.8481e+02 7.4645e+02 9.8424e+02 8.4507e+02 8.6937e+02 9.6127e+02 7.6863e+02 8.8092e+02 7.4645e+02 9.8424e+02 8.2952e+02
51.8797 8.3627e+02 7.2769e+02 9.6026e+02 7.2834e+02 9.5971e+02 8.2439e+02 8.4796e+02 9.3748e+02 7.4980e+02 8.5914e+02 7.2834e+02 9.5971e+02 8.0939e+02
52.1303 8.1582e+02 7.1011e+02 9.3642e+02 7.1074e+02 9.3588e+02 8.0430e+02 8.2716e+02 9.1437e+02 7.3150e+02 8.3798e+02 7.1074e+02 9.3588e+02 7.8982e+02
52.3810 7.9595e+02 6.9302e+02 9.1326e+02 6.9363e+02 9.1274e+02 7.8477e+02 8.0695e+02 8.9191e+02 7.1372e+02 8.1741e+02 6.9363e+02 9.1274e+02 7.7079e+02
52.6316 7.7663e+02 6.7640e+02 8.9076e+02 6.7699e+02 8.9025e+02 7.6578e+02 7.8730e+02 8.7008e+02 6.9643e+02 7.9743e+02 6.7699e+02 8.9025e+02 7.5229e+02
52.8822 7.5785e+02 6.6023e+02 8.6889e+02 6.6080e+02 8.6841e+02 7.4732e+02 7.6821e+02 8.4887e+02 6.7963e+02 7.7801e+02 6.6080e+02 8.6841e+02 7.3429e+02
53.1328 7.3959e+02 6.4451e+02 8.4765e+02 6.4506e+02 8.4718e+02 7.2937e+02 7.4965e+02 8.2825e+02 6.6329e+02 7.5914e+02 6.4506e+02 8.4718e+02 7.1679e+02
53.3835 7.2184e+02 6.2921e+02 8.2701e+02 6.2975e+02 8.2655e+02 7.1192e+02 7.3160e+02 8.0821e+02 6.4740e+02 7.4079e+02 6.2975e+02 8.2655e+02 6.9976e+02
53.6341 7.0458e+02 6.1434e+02 8.0694e+02 6.1485e+02 8.0650e+02 6.9494e+02 7.1406e+02 7.8873e+02 6.3195e+02 7.2296e+02 6.1485e+02 8.0650e+02 6.8320e+02
53.8847 6.8779e+02 5.9986e+02 7.8744e+02 6.0036e+02 7.8701e+02 6.7844e+02 6.9699e+02 7.6978e+02 6.1692e+02 7.0562e+02 6.0036e+02 7.8701e+02 6.6709e+02
54.1353 6.7147e+02 5.8578e+02 7.6848e+02 5.8626e+02 7.6807e+02 6.6238e+02 6.8040e+02 7.5136e+02 6.0230e+02 6.8875e+02 5.8626e+02 7.6807e+02 6.5141e+02
54.3860 6.5558e+02 5.7207e+02 7.5005e+02 5.7254e+02 7.4965e+02 6.4676e+02 6.6426e+02 7.3345e+02 5.8808e+02 6.7236e+02 5.7254e+02 7.4965e+02 6.3615e+02
54.6366 6.4013e+02 5.5874e+02 7.3212e+02 5.5919e+02 7.3174e+02 6.3156e+02 6.4857e+02 7.1603e+02 5.7425e+02 6.5641e+02 5.5919e+02 7.3174e+02 6.2130e+02
54.8872 6.2510e+02 5.4576e+02 7.1470e+02 5.4620e+02 7.1432e+02 6.1678e+02 6.3329e+02 6.9908e+02 5.6079e+02 6.4090e+02 5.4620e+02 7.1432e+02 6.0686e+02
55.1378 6.1048e+02 5.3313e+02 6.9774e+02 5.3355e+02 6.9738e+02 6.0239e+02 6.1844e+02 6.8259e+02 5.4770e+02 6.2581e+02 5.3355e+02 6.9738e+02 5.9279e+02
55.3885 5.9625e+02 5.2083e+02 6.8126e+02 5.2124e+02 6.8090e+02 5.8839e+02 6.0398e+02 6.6656e+02 5.3496e+02 6.1113e+02 5.2124e+02 6.8090e+02 5.7910e+02
55.6391 5.8240e+02 5.0886e+02 6.6522e+02 5.0925e+02 6.6488e+02 5.7476e+02 5.8992e+02 6.5095e+02 5.2255e+02 5.9684e+02 5.0925e+02 6.6488e+02 5.6577e+02
55.8897 5.6892e+02 4.9720e+02 6.4962e+02 4.9759e+02 6.4929e+02 5.6149e+02 5.7623e+02 6.3577e+02 5.1048e+02 5.8294e+02 4.9759e+02 6.4929e+02 5.5280e+02
56.1404 5.5580e+02 4.8585e+02 6.3444e+02 4.8623e+02 6.3412e+02 5.4858e+02 5.6290e+02 6.2099e+02 4.9873e+02 5.6942e+02 4.8623e+02 6.3412e+02 5.4017e+02
56.3910 5.4303e+02 4.7480e+02 6.1967e+02 4.7517e+02 6.1936e+02 5.3601e+02 5.4994e+02 6.0661e+02 4.8729e+02 5.5625e+02 4.7517e+02 6.1936e+02 5.2787e+02
56.6416 5.3060e+02 4.6404e+02 6.0529e+02 4.6439e+02 6.0499e+02 5.2377e+02 5.3731e+02 5.9261e+02 4.7616e+02 5.4344e+02 4.6439e+02 6.0499e+02 5.1589e+02
56.8922 5.1850e+02 4.5356e+02 5.9130e+02 4.5390e+02 5.9101e+02 5.1186e+02 5.2502e+02 5.7899e+02 4.6531e+02 5.3097e+02 4.5390e+02 5.9101e+02 5.0423e+02
57.1429 5.0671e+02 4.4335e+02 5.7768e+02 4.4368e+02 5.7740e+02 5.0025e+02 5.1306e+02 5.6572e+02 4.5475e+02 5.1882e+02 4.4368e+02 5.7740e+02 4.9287e+02
57.3935 4.9523e+02 4.3341e+02 5.6443e+02 4.3373e+02 5.6415e+02 4.8895e+02 5.0141e+02 5.5281e+02 4.4447e+02 5.0700e+02 4.3373e+02 5.6415e+02 4.8180e+02
57.6441 4.8405e+02 4.2373e+02 5.5153e+02 4.2404e+02 5.5126e+02 4.7794e+02 4.9006e+02 5.4024e+02 4.3446e+02 4.9548e+02 4.2404e+02 5.5126e+02 4.7102e+02
57.8947 4.7317e+02 4.1429e+02 5.3896e+02 4.1459e+02 5.3870e+02 4.6722e+02 4.7901e+02 5.2799e+02 4.2470e+02 4.8427e+02 4.1459e+02 5.3870e+02 4.6052e+02
58.1454 4.6256e+02 4.0510e+02 5.2673e+02 4.0539e+02 5.2647e+02 4.5678e+02 4.6825e+02 5.1607e+02 4.1520e+02 4.7335e+02 4.0539e+02 5.2647e+02 4.5029e+02
58.3960 4.5223e+02 3.9614e+02 5.1481e+02 3.9642e+02 5.1457e+02 4.4660e+02 4.5776e+02 5.0445e+02 4.0594e+02 4.6272e+02 3.9642e+02 5.1457e+02 4.4032e+02
58.6466 4.4217e+02 3.8741e+02 5.0321e+02 3.8769e+02 5.0297e+02 4.3669e+02 4.4755e+02 4.9314e+02 3.9693e+02 4.5236e+02 3.8769e+02 5.0297e+02 4.3061e+02
58.8972 4.3236e+02 3.7891e+02 4.9191e+02 3.7917e+02 4.9168e+02 4.2703e+02 4.3760e+02 4.8212e+02 3.8814e+02 4.4226e+02 3.7917e+02 4.9168e+02 4.2114e+02
59.1479 4.2281e+02 3.7062e+02 4.8090e+02 3.7087e+02 4.8067e+02 4.1762e+02 4.2791e+02 4.7138e+02 3.7957e+02 4.3243e+02 3.7087e+02 4.8067e+02 4.1192e+02
59.3985 4.1350e+02 3.6253e+02 4.7017e+02 3.6279e+02 4.6996e+02 4.0844e+02 4.1846e+02 4.6092e+02 3.7123e+02 4.2285e+02 3.6279e+02 4.6996e+02 4.0293e+02
59.6491 4.0442e+02 3.5466e+02 4.5973e+02 3.5490e+02 4.5951e+02 3.9950e+02 4.0926e+02 4.5073e+02 3.6310e+02 4.1351e+02 3.5490e+02 4.5951e+02 3.9417e+02
59.8997 3.9558e+02 3.4698e+02 4.4954e+02 3.4722e+02 4.4934e+02 3.9079e+02 4.0029e+02 4.4080e+02 3.5517e+02 4.0441e+02 3.4722e+02 4.4934e+02 3.8563e+02
60.1504 3.8696e+02 3.3950e+02 4.3962e+02 3.3973e+02 4.3942e+02 3.8229e+02 3.9155e+02 4.3112e+02 3.4744e+02 3.9555e+02 3.3973e+02 4.3942e+02 3.7730e+02
