D/Ds/HF electrons' R_AA and v2 in Pb+Pb 5.02 TeV collisions

for R_AA, two columns encompass the most relevant uncertainty from charm shadowing
for v2, two columns encompass the uncertainty from charm quark coalescence probability


-----------------------------------------------------------------
D-meson R_AA 30-50%  

pT(GeV)     R_AA

17.5	0.66351	0.59803
17.7	0.66892	0.57843
17.9	0.68273	0.6229
18.1	0.63445	0.60864
18.3	0.65477	0.53994
18.5	0.64182	0.62285
18.7	0.72842	0.63891
18.9	0.67799	0.63732
19.1	0.66324	0.60077
19.3	0.66039	0.62399
19.5	0.68027	0.61926
19.7	0.7591	0.63011
19.9	0.68571	0.63283

-------------------------------------------------
D-meson v2 30-50%

pT(GeV)       v2

0.1	-0.00102 0.0000172
0.3	0.00167	0.0016
0.5	0.00904	0.00438
0.7	0.01659	0.01432
0.9	0.02524	0.01731
1.1	0.03804	0.0317
1.3	0.05493	0.04448
1.5	0.06895	0.06664
1.7	0.10041	0.08067
1.9	0.09909	0.09496
2.1	0.11175	0.11315
2.3	0.11837	0.12551
2.5	0.12215	0.13392
2.7	0.1267	0.14162
2.9	0.1216	0.13143
3.1	0.12386	0.14118
3.3	0.12275	0.13514
3.5	0.11416	0.12811
3.7	0.11265	0.12935
3.9	0.1068	0.13203
4.1	0.10058	0.12172
4.3	0.09587	0.11749
4.5	0.08412	0.11364
4.7	0.08518	0.09923
4.9	0.08493	0.08548
5.1	0.07607	0.08639
5.3	0.07418	0.08025
5.5	0.06676	0.07365
5.7	0.06443	0.07643
5.9	0.06302	0.06787
6.1	0.05742	0.07254
6.3	0.05871	0.06387
6.5	0.05164	0.06082
6.7	0.05356	0.05907
6.9	0.04096	0.05097
7.1	0.03928	0.04878
7.3	0.03981	0.03842
7.5	0.02804	0.04387
7.7	0.04188	0.03876
7.9	0.04557	0.03846

-----------------------------------------------
Ds-meson v2  30-50%

pT(GeV)       v2

0.1	0.00744	0.00121
0.3	0.01137	0.00176
0.5	0.02018	0.01134
0.7	0.02738	0.01443
0.9	0.03744	0.02574
1.1	0.0472	0.03697
1.3	0.05996	0.05516
1.5	0.06918	0.06767
1.7	0.08013	0.08382
1.9	0.08202	0.0862
2.1	0.09507	0.10579
2.3	0.1015	0.11518
2.5	0.10177	0.1162
2.7	0.10411	0.12066
2.9	0.09811	0.11422
3.1	0.0993	0.11712
3.3	0.0941	0.11218
3.5	0.098	0.11875
3.7	0.09667	0.11973
3.9	0.0876	0.10968
4.1	0.08442	0.10604
4.3	0.08319	0.10568
4.5	0.07482	0.09437
4.7	0.07074	0.08964
4.9	0.06357	0.07976
5.1	0.06534	0.08345
5.3	0.06213	0.07807
5.5	0.05277	0.06583
5.7	0.05079	0.06433
5.9	0.04823	0.06135
6.1	0.04752	0.0594
6.3	0.04115	0.04969
6.5	0.03547	0.04487
6.7	0.04705	0.05489
6.9	0.03536	0.04139
7.1	0.03057	0.0388
7.3	0.02968	0.03521
7.5	0.03135	0.03746
7.7	0.0297	0.03504
7.9	0.02981	0.03368

--------------------------------------------
HF electrons R_AA from D+B decays

pT(GeV)     R_AA

0.1	0.65324	0.78092
0.3	0.65628	0.79002
0.5	0.65432	0.78503
0.7	0.6656	0.79135
0.9	0.67792	0.79587
1.1	0.67982	0.78541
1.3	0.67307	0.76387
1.5	0.66079	0.73644
1.7	0.64624	0.70776
1.9	0.62876	0.68076
2.1	0.61364	0.65745
2.3	0.60164	0.63778
2.5	0.59015	0.62217
2.7	0.58081	0.61016
2.9	0.57517	0.6007
3.1	0.57001	0.59369
3.3	0.56564	0.58823
3.5	0.56273	0.5842
3.7	0.55985	0.58062
3.9	0.55716	0.57793
4.1	0.55492	0.57568
4.3	0.55377	0.57396
4.5	0.55179	0.57274
4.7	0.55016	0.57163
4.9	0.54897	0.57119
5.1	0.54957	0.57085
5.3	0.54823	0.57088
5.5	0.54782	0.57099
5.7	0.54904	0.57126
5.9	0.54808	0.57178
6.1	0.54881	0.57248
6.3	0.54904	0.57342
6.5	0.55119	0.57447
6.7	0.55211	0.57583
6.9	0.55348	0.57722
7.1	0.55576	0.57862
7.3	0.55736	0.58027
7.5	0.55869	0.5821
7.7	0.55955	0.58399
7.9	0.56182	0.58585
8.1	0.56394	0.58781
8.3	0.56614	0.5898
8.5	0.56693	0.59198
8.7	0.56993	0.59397
8.9	0.57102	0.59617
9.1	0.57204	0.59816
9.3	0.57479	0.6002
9.5	0.57695	0.60252
9.7	0.57941	0.60441
9.9	0.57943	0.60657
10.1	0.58242	0.60886
10.3	0.58377	0.61079
10.5	0.58671	0.61311
10.7	0.58766	0.61504
10.9	0.58948	0.61696
11.1	0.59209	0.6188
11.3	0.59288	0.62105
11.5	0.59488	0.62282
11.7	0.59744	0.62467
