BinCenter_pT BinContent
1.5 0.146512
2.5 0.124199
3.5 0.124627
4.5 0.12976
5.5 0.133357
6.5 0.134117
7.5 0.132248
8.5 0.128209
9.5 0.123361
10.5 0.117719
11.5 0.111428
12.5 0.105926
13.5 0.0997856
14.5 0.0943335
15.5 0.0888662
16.5 0.085081
17.5 0.080295
18.5 0.0768377
19.5 0.0731873
